NaiveBC,RNN,GAN,Test,Train,Params,D-Params,Epochs,Old dataset,New dataset,Time signal,State history,Prepend,Learning rate,Pearson,Euclidean g,Manhattan g,Cosine,Euclidean m,Manhattan m,Pos error,Rot error,Release error,Rel. pos. err,Rel. vel. err,Missed by,Filename
True,False,False,False,True,1024,-1,20,False,True,True,1,False,1e-05,0.9707512893766412,0.0009820228304518,0.0581307234384127,0.9722099818304653,0.2477350474435143,0.4650457875073022,0.039333505779994,0.218856250639013,0.0937306021104903,0.0630660743321574,0.9852091984564452,0.2627168277277981,naiveBCx1024x2-newdata-fixed-data-fastrelease-ep20-norm-start-timesignal-trainval
True,False,False,True,False,128,-1,20,False,True,True,1,False,1e-05,0.9783080318688312,0.002679591068371,0.0512290630418131,0.979048913417966,0.2124656813302003,0.4098325043345053,0.0583400332960001,0.2180732092242552,0.06,0.1353773499438287,0.8638528891987107,0.3783619647349907,naiveBCx128x2-newdata-fixed-data-fastrelease-ep20-norm-start-timesignal-testval
True,False,False,True,False,256,-1,20,False,True,True,1,False,1e-05,0.979535769679366,0.0026366282086382,0.0416976748277223,0.9799335172116812,0.1870342137384429,0.3335813986217786,0.0312547709280736,0.2064992612439762,0.0866666666666666,0.0495892231756021,1.3614109527954537,0.3774321610053142,naiveBCx256x2-newdata-fixed-data-fastrelease-ep20-norm-start-timesignal-testval
True,False,False,True,False,512,-1,50,False,True,True,1,False,1e-05,0.9875229026155508,0.0020020734475043,0.0356037854606347,0.9881171977954988,0.1507599640200179,0.2848302836850779,0.0334748703659758,0.2061242743029768,0.0333333333333333,0.0498699976928701,0.2908021116260602,0.1300723936906261,naiveBCx512x2-newdata-fixed-data-fastrelease-ep50-norm-start-timesignal-testval
