NaiveBC,RNN,GAN,Test,Train,Params,D-Params,Epochs,Old dataset,New dataset,Time signal,State history,Prepend,Learning rate,Pearson,Euclidean g,Manhattan g,Cosine,Euclidean m,Manhattan m,Pos error,Rot error,Release error,Rel. pos. err,Rel. vel. err,Missed by,Filename,ModelClass
False,False,True,False,True,256,256,200,True,False,True,3,False,1e-05,0.9292679520446636,0.0006752961287485,0.1023808117172205,0.9431019213977236,0.3971779139017264,0.8190464937377643,0.1395343892365282,0.4343379126579405,0.1306351183063512,0.1433020772744167,4.901226399415202,1.3332979622942251,BCO-leaky_g-256x2-256x2-start-timesignal-doubled-ep200-b64-trainval,3
False,True,False,True,False,512,-1,900,False,True,True,1,False,1e-05,0.9840544323213132,0.0023293956201673,0.0363145349586566,0.9848210525328662,0.175897272153671,0.2905162796692533,0.0382562252112721,0.1856769495374975,0.04,0.0596860414297734,1.091777365670909,0.3046011757089337,naiveBC-RNNx512x2-newdata-ep900-norm-start-timesignal-lr5-testval,2
True,False,False,True,False,512,-1,50,False,True,True,1,False,1e-05,0.9875229026155508,0.0020020734475043,0.0356037854606347,0.9881171977954988,0.1507599640200179,0.2848302836850779,0.0334748703659758,0.2061242743029768,0.0333333333333333,0.0498699976928701,0.2908021116260602,0.1300723936906261,naiveBCx512x2-newdata-fixed-data-fastrelease-ep50-norm-start-timesignal-testval,1
