NaiveBC,RNN,GAN,Test,Train,Params,D-Params,Epochs,Old dataset,New dataset,Time signal,State history,Prepend,Learning rate,Pearson,Euclidean g,Manhattan g,Cosine,Euclidean m,Manhattan m,Pos error,Rot error,Release error,Rel. pos. err,Rel. vel. err,Missed by,Filename
False,True,False,True,False,256,-1,1200,False,True,True,1,False,1e-05,0.9818561535304358,0.0024756832990541,0.0362271834847483,0.9827992504536478,0.1820115019202209,0.2898174678779866,0.0215775786208486,0.1960065405396045,0.06,0.061035795080745,0.7991749813036408,0.2348678848898602,naiveBC-RNNx256x2-newdata-ep1200-norm-start-timesignal-lr5-testval
False,True,False,False,True,256,-1,900,True,False,True,1,False,0.0001,0.9653005055656592,0.0004748792052955,0.0571483035015788,0.9720649366271592,0.2384902269902791,0.457186428012631,0.1053614079075562,0.259394591287063,0.097356935014549,0.1250600496124382,2.648548117753139,0.5892958818720266,naiveBC-RNNx256x2-olddata-ep900-norm-start-timesignal-trainval
