NaiveBC,RNN,GAN,Test,Train,Params,D-Params,Epochs,Old dataset,New dataset,Time signal,State history,Prepend,Learning rate,Pearson,Euclidean g,Manhattan g,Cosine,Euclidean m,Manhattan m,Pos error,Rot error,Release error,Rel. pos. err,Rel. vel. err,Missed by,Filename
True,False,False,True,False,128,-1,50,False,True,True,1,False,1e-05,0.9830201304316228,0.0024149135123164,0.046667455013409,0.9827374595163616,0.1922244765305089,0.3733396401072725,0.027152705695708,0.2790866909565864,0.04,0.0314132658379122,1.4534152616657068,0.3330471268287335,naiveBCx128x2-newdata-fixed-data-fastrelease-ep50-norm-start-timesignal-testval
True,False,False,False,True,128,-1,50,True,False,False,1,False,1e-05,0.9354225809223528,0.0006517365877525,0.0822511418071303,0.9478229826457318,0.3272047458559057,0.6580091344570425,0.1595809593470113,0.3383434280515521,0.110303910885095,,,,naiveBCx128x2-olddata-fixed-data-fastrelease-ep50-norm-start-notimesignal-trainval
