Time,Bottle.position.x,Bottle.position.y,Bottle.position.z,Bottle.orientation.x,Bottle.orientation.y,Bottle.orientation.z,Bottle.orientation.w,CatchNet.position.x,CatchNet.position.y,CatchNet.position.z,CatchNet.orientation.x,CatchNet.orientation.y,CatchNet.orientation.z,CatchNet.orientation.w,TrashPickup.position.x,TrashPickup.position.y,TrashPickup.position.z,TrashPickup.orientation.x,TrashPickup.orientation.y,TrashPickup.orientation.z,TrashPickup.orientation.w,TrashPickup.velocity.x,TrashPickup.velocity.y,TrashPickup.velocity.z,Velocity_abs,Distance,Velocity_rel,Acceleration,Released,Moving,Freefall,Passed,Bottle.position.xpred,Bottle.position.ypred,Bottle.position.zpred,Bottle.position.x-t,Bottle.position.y-t,Bottle.position.z-t
-0.36999964714050293,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-10,-10,-10,-10,1.9929513105682448,-1.5603939844711476,-2.3653132258970806,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.3599996566772461,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-10,-10,-10,-10,1.9686780698839883,-1.5634465366802877,-2.290032509092809,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.34999966621398926,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-10,-10,-10,-10,1.944404829199732,-1.5664990888894277,-2.215692340688103,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.3399996757507324,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-10,-10,-10,-10,1.920131588515476,-1.5695516410985677,-2.1422927206829625,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.3299996852874756,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,-10,-10,-10,-10,1.8958583478312196,-1.5726041933077073,-2.0698336490773888,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.31999969482421875,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,-10,-10,-10,-10,1.8715851071469631,-1.575656745516847,-1.998315125871381,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.3099997043609619,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.2020013611467461,,-10,-10,-10,-10,1.8473118664627068,-1.5787092977259871,-1.9277371510649384,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.2999997138977051,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.4039816887416744,,-10,-10,-10,-10,1.8230386257784503,-1.5817618499351271,-1.8580997246580624,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.28999972343444824,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.6060333380326808,2.020919839968938,-10,-10,-10,-10,1.7987653850941945,-1.5848144021442672,-1.7894028466507523,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.2799997329711914,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.8081921244802251,0.8087925173715571,-10,-10,-10,-10,1.774492144409938,-1.5878669543534072,-1.721646517043008,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.26999974250793457,0.927669706940651,-1.722047460079193,0.2367586471140384,0.7037579476833343,0.0377548996359109,0.0551522040739655,-0.7072075307369232,0.1203370243310927,-2.4837446212768555,0.0418633809313177,0.0054181517101823,0.0035048007732256,0.7082942396402359,-0.7058878779411316,0.0014821380376816018,-0.0023139297962191385,0.00704749971628188,-0.6784700244665146,0.0067899326677433,0.7325743705034256,0.0533921064808964,,,,0.0,0.2020013611467461,0.8082208258488006,-0.8075653329135015,-10,-10,-10,-10,1.750218903725682,-1.590919506562547,-1.654830735834829,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.25999975204467773,0.928426843881607,-1.7222299218177797,0.2362079873681068,0.704199543595314,0.0391508953645824,0.0555817861109971,-0.706656414270401,0.120337302982807,-2.483744037151337,0.0418632479384541,0.0054139050887897,0.0035069299978203,0.7082933723926544,-0.7058887720108032,0.0018430113792419212,-0.002270483970642445,0.006494663655757904,-0.6793780535459518,0.0066774803097359,0.731796732544899,0.0525560975074767,0.0360873341560319,0.0043445825576693,-0.0552836060523975,0.0661622867065989,0.2019803275949282,0.6062573030213604,-2.0200067023681747,-10,-10,-10,-10,1.7259456630414256,-1.593972058771687,-1.5889555030262172,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.2499997615814209,0.9293710708618164,-1.722399938106537,0.2355715952813624,0.7045090615749359,0.0407211469486355,0.0562559219077229,-0.7062016248703002,0.1203375816345214,-2.483743453025818,0.0418631149455904,0.005409658467397,0.003509059222415,0.7082925051450729,-0.7058896660804749,0.0022038847208023515,-0.0022270381450655297,0.005941827595233817,-0.6802860826253891,0.0065650279517285,0.7310190945863724,0.051720088534057,0.036087334156043,0.0043445825576915,-0.0552836060524086,0.0661622867066157,0.2020516492910063,0.4042326365069726,-2.626487864034057,-10,-10,-10,-10,1.701672422357169,-1.597024610980827,-1.5240208186171706,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.23999977111816406,0.9303685635328292,-1.7225548386573792,0.2349044136703014,0.7048157215118408,0.0423482445999979,0.0570131968706845,-0.7057371228933335,0.1203378602862357,-2.483742868900299,0.0418629819527268,0.0054054118460043,0.0035111884470097,0.7082916378974915,-0.7058905601501465,0.002564758062362782,-0.0021835923194888363,0.005388991534709786,-0.6811941117048264,0.006452575593721,0.7302414566278458,0.0508840795606374,0.036087334156043,0.0043445825576693,-0.0552836060524031,0.0661622867066096,0.2021587864475444,0.2020981399155247,-2.6267422902918933,-10,-10,-10,-10,1.677399181672913,-1.6000771631899668,-1.4600266826076902,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.22999978065490723,0.931378960609436,-1.7224667906761169,0.2343908555805682,0.7048514276742935,0.043862335756421,0.0576826855540274,-0.7055501520633698,0.1203437395393847,-2.4837427496910096,0.0418656043708324,0.0054155647754668,0.0035050438717007,0.7082869678735733,-0.7058951944112778,0.00303214192390433,-0.002120268344879328,0.004726150631904513,-0.6822581946849823,0.0066139220143667,0.7292933464050293,0.0502734836190938,0.0467383861541548,0.0063323974609508,-0.0662840902805272,0.0813520535832712,0.2020300625153216,5.510004396747093e-05,-2.020601133234348,-10,-10,-10,-10,1.6531259409886567,-1.6031297153991069,-1.396973094997776,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.2199997901916504,0.932377114892006,-1.722358512878418,0.2339024551212787,0.7048746019601821,0.0453160732053219,0.0583497617393731,-0.7053782910108566,0.1203529261052608,-2.48374297618866,0.0418737245723604,0.0054293385706841,0.003504593472462,0.70827976167202,-0.7059023201465606,0.00357730388641353,-0.001942014694214178,0.004219210147857477,-0.6831373929977417,0.0063504634425043,0.7284996718168258,0.0497928094118833,0.0545161962509199,0.0178253650665149,-0.0506940484047035,0.0765483235419416,0.2020181659142341,3.539826874177088e-05,-1.2123603844618496,-10,-10,-10,-10,1.6288527003044004,-1.606182267608247,-1.3348600557874273,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.20999979972839355,0.9333752691745758,-1.722250235080719,0.2334140546619891,0.7048977762460709,0.0467698106542229,0.0590168379247187,-0.7052064299583435,0.1203621126711368,-2.48374320268631,0.0418818447738885,0.0054431123659014,0.0035041430732234,0.7082725554704666,-0.7059094458818436,0.0041224658489227295,-0.001763761043548806,0.003712269663810608,-0.6840165913105011,0.0060870048706419,0.7277059972286224,0.0493121352046727,0.0545161962509199,0.0178253650665372,-0.0506940484046869,0.0765483235419358,0.202007310371547,2.70891207756474e-05,-0.6060599919638944,-10,-10,-10,-10,1.604579459620144,-1.6092348198173867,-1.2736875649766446,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
-0.19999980926513672,0.9344126522541046,-1.722169190645218,0.232844865322113,0.7050296902656555,0.0482518247328698,0.0597775746136903,-0.7049142271280289,0.1203712992370128,-2.48374342918396,0.0418899649754166,0.0054568861611187,0.0035036926739848,0.7082653492689133,-0.7059165716171265,0.004667627811431929,-0.001585507392883656,0.003205329179763683,-0.6848957896232605,0.0058235462987795,0.726912322640419,0.0488314609974622,0.0545161962509199,0.0178253650665149,-0.0506940484046924,0.0765483235419343,0.2020759391471027,4.301213198054654e-05,-0.2018009893449112,-10,-10,-10,-10,1.580306218935888,-1.6122873720265267,-1.213455622565428,-1.7689645294808938,-0.17303471862919095,-0.3701726763500834
