Time,Bottle.position.x,Bottle.position.y,Bottle.position.z,Bottle.orientation.x,Bottle.orientation.y,Bottle.orientation.z,Bottle.orientation.w,CatchNet.position.x,CatchNet.position.y,CatchNet.position.z,CatchNet.orientation.x,CatchNet.orientation.y,CatchNet.orientation.z,CatchNet.orientation.w,TrashPickup.position.x,TrashPickup.position.y,TrashPickup.position.z,TrashPickup.orientation.x,TrashPickup.orientation.y,TrashPickup.orientation.z,TrashPickup.orientation.w
1651821171.9592173,,,,,,,,,,,,,,,,,,,,,
1651821171.9692173,,,,,,,,,,,,,,,,,,,,,
1651821171.9792173,,,,,,,,,,,,,,,,,,,,,
1651821171.9892173,,,,,,,,,,,,,,,,,,,,,
1651821171.9992173,,,,,,,,,,,,,,,,,,,,,
1651821172.0092173,,,,,,,,,,,,,,,,,,,,,
1651821172.0192173,,,,,,,,,,,,,,,,,,,,,
1651821172.0292172,,,,,,,,,,,,,,,,,,,,,
1651821172.0392172,,,,,,,,,,,,,,,,,,,,,
1651821172.0492172,,,,,,,,,,,,,,,,,,,,,
1651821172.0592172,0.9374279320240021,-1.7192947447299958,0.19415556788444516,-0.6903949469327927,-0.1733952037990093,-0.17880705446004866,0.6792006611824035,0.11912398673593994,-2.4842485308647158,0.04115795008838174,0.00323633459629485,0.006381271826103286,0.7083571434020997,-0.7058180093765258,0.9171821683645248,-1.7397166788578033,0.4002083301544189,-0.7051096260547638,0.00278153368271884,0.7085848718881607,0.023568316176533655
1651821172.0692172,0.9374537974596023,-1.7191651701927184,0.19402808994054793,-0.6904389351606369,-0.1734395824372768,-0.17886163517832754,0.6791301220655441,0.11912210509181018,-2.4842489361763,0.041156352311372726,0.0032380615477449596,0.00637633365113284,0.7083591759204865,-0.7058160096406937,0.9171869158744812,-1.7395493686199188,0.40006008446216584,-0.7051240831613541,0.0028703794814645945,0.708565890789032,0.02365414015948768
