Time,Bottle.position.x,Bottle.position.y,Bottle.position.z,Bottle.orientation.x,Bottle.orientation.y,Bottle.orientation.z,Bottle.orientation.w,CatchNet.position.x,CatchNet.position.y,CatchNet.position.z,CatchNet.orientation.x,CatchNet.orientation.y,CatchNet.orientation.z,CatchNet.orientation.w,TrashPickup.position.x,TrashPickup.position.y,TrashPickup.position.z,TrashPickup.orientation.x,TrashPickup.orientation.y,TrashPickup.orientation.z,TrashPickup.orientation.w
1651821041.7693417,,,,,,,,,,,,,,,,,,,,,
1651821041.7793417,,,,,,,,,,,,,,,,,,,,,
1651821041.7893414,,,,,,,,,,,,,,,,,,,,,
1651821041.7993414,,,,,,,,,,,,,,,,,,,,,
1651821041.8093414,,,,,,,,,,,,,,,,,,,,,
1651821041.8193414,,,,,,,,,,,,,,,,,,,,,
1651821041.8293414,,,,,,,,,,,,,,,,,,,,,
1651821041.8393414,,,,,,,,,,,,,,,,,,,,,
1651821041.8493414,,,,,,,,,,,,,,,,,,,,,
1651821041.8593414,,,,,,,,,,,,,,,,,,,,,
1651821041.8693414,0.9355534613132477,-1.7247824609279632,0.19752426445484156,0.7388744503259659,0.13308210447430607,0.14199606701731676,-0.6451235860586166,0.11997268125414844,-2.4842220067977907,0.041927490569651074,0.003424449567682995,0.007381119346246081,0.7076158046722412,-0.7065500944852829,0.9085570961236954,-1.7413518249988555,0.4167095676064491,-0.7109917938709259,-0.0023319905332755348,0.703011891245842,0.01413645613938567
1651821041.8793414,0.935631874203682,-1.7247243583202363,0.19745833724737163,0.7388202130794526,0.13309565782546992,0.14207030907273288,-0.6451667755842209,0.11997213475406165,-2.4842220306396485,0.04191725980490441,0.003416935494169545,0.00737253844272341,0.7076162993907928,-0.7065497279167176,0.9086287409067154,-1.7413382411003113,0.4166426420211792,-0.7109528601169586,-0.0028682983887847553,0.7030606716871262,0.01376434811390933
1651821041.8893414,0.9357236742973327,-1.7247326076030731,0.19737204387784,0.7384393781423568,0.13325236737728113,0.1419820368289947,-0.6455853968858719,0.11997158825397487,-2.4842220544815063,0.04190702904015775,0.0034094214206560947,0.007363957539200741,0.7076167941093445,-0.7065493613481522,0.9087003856897354,-1.7413246572017669,0.4165757164359093,-0.7109139263629913,-0.003404606244293976,0.7031094521284104,0.013392240088432988
1651821041.899341,0.9358154743909836,-1.72474085688591,0.19728575050830838,0.7380585432052612,0.13340907692909237,0.14189376458525652,-0.6460040181875228,0.1199715487658977,-2.484222078323364,0.04189992919564243,0.0034162008203565556,0.0073443101253360095,0.7076168864965439,-0.7065494567155838,0.9087822318077088,-1.741318142414093,0.41650365591049193,-0.710828897356987,-0.0043053708213847105,0.7032049477100373,0.012693174462765414
1651821041.909341,0.9358548045158386,-1.7247962474822998,0.19721953496336933,0.7376887798309326,0.13337550088763234,0.14171057865023606,-0.6464697062969208,0.11997150927782055,-2.484222102165222,0.041892829351127106,0.0034229802200570147,0.00732466271147128,0.7076169788837433,-0.7065495520830154,0.908864077925682,-1.7413116276264191,0.4164315953850746,-0.7107438683509827,-0.005206135398475445,0.7033004432916641,0.01199410883709784
1651821041.919341,0.9358941346406937,-1.7248516380786896,0.1971533194184303,0.737319016456604,0.1333419248461723,0.1415273927152156,-0.6469353944063186,0.11997146978974338,-2.4842221260070803,0.04188572950661179,0.0034297596197574755,0.00730501529760655,0.7076170712709426,-0.7065496474504471,0.9089111000299454,-1.7413271605968474,0.4163911044597626,-0.7106568843126297,-0.005873212497681365,0.7033929139375686,0.011433730181306554
1651821041.9293413,0.9359334647655487,-1.7249070286750794,0.19708710387349127,0.7369492530822754,0.13330834880471226,0.1413442067801952,-0.6474010825157166,0.11997289396822446,-2.4842219829559324,0.04189711567014452,0.003523396980017365,0.007234653690829836,0.7076158255338669,-0.706551069021225,0.9089581221342087,-1.741342693567276,0.4163506135344505,-0.7105699002742767,-0.006540289596887285,0.7034853845834732,0.01087335152551527
1651821041.9393413,0.9359231352806091,-1.7249293565750121,0.1970209568738937,0.7369583815336227,0.13309371545910834,0.14121757298707957,-0.6474621385335922,0.11998073197901242,-2.484221935272217,0.04191071446985003,0.003620781807694525,0.007164116902276835,0.707608762383461,-0.7065582990646362,0.909005144238472,-1.7413582265377046,0.41631012260913847,-0.7104829162359237,-0.007207366696093205,0.7035778552293778,0.010312972869723984
1651821041.9493413,0.9359128057956696,-1.724951684474945,0.19695480987429614,0.7369675099849701,0.13287908211350438,0.14109093919396395,-0.6475231945514679,0.11998856998980041,-2.484221887588501,0.041924313269555535,0.003718166635371685,0.007093580113723835,0.7076016992330552,-0.7065655291080475,0.9090542674064637,-1.7413824439048766,0.4162529334425926,-0.710353073477745,-0.008048024581512405,0.7037111312150955,0.00960527091519902
1651821041.9593413,0.935878187417984,-1.7250072479248046,0.19690865576267239,0.7370668381452561,0.1325906306505203,0.14089361950755114,-0.6475120097398758,0.11999640800058838,-2.484221839904785,0.04193791206926104,0.003815551463048845,0.007023043325170836,0.7075946360826493,-0.7065727591514588,0.9091033905744552,-1.741406661272049,0.4161957442760468,-0.7102232307195664,-0.008888682466931605,0.7038444072008133,0.008897568960674054
1651821041.9693413,0.9358435690402984,-1.7250628113746642,0.19686250165104863,0.737166166305542,0.1323021791875362,0.14069629982113835,-0.6475008249282836,0.1200068965554237,-2.4842220544815063,0.04194760937243697,0.003823901060968575,0.007030050386674665,0.7075848460197449,-0.706582447886467,0.9091300696134568,-1.741436594724655,0.4161584287881851,-0.710127130150795,-0.009409819403663238,0.7039388537406921,0.00844619882991532
1651821041.9793413,0.935788506269455,-1.7251270174980164,0.19680598378181452,0.7373058140277863,0.13201108351349827,0.14055869281291958,-0.647430956363678,0.12001072317361827,-2.48422257900238,0.04195637106895443,0.003910900361370229,0.006961987470276615,0.7075809568166733,-0.706586554646492,0.9091567486524582,-1.7414665281772614,0.4161211133003235,-0.7100310295820236,-0.009930956340394873,0.704033300280571,0.007994828699156586
1651821041.9893413,0.9357334434986114,-1.7251912236213685,0.19674946591258044,0.7374454617500306,0.13171998783946032,0.1404210858047008,-0.6473610877990723,0.12001263126730913,-2.4842231273651123,0.04196754060685631,0.00398694986943149,0.0069105902919545355,0.7075787782669067,-0.7065888166427612,0.9091670542955399,-1.741501158475876,0.4160735532641411,-0.7099222242832184,-0.01045686090365048,0.7041404932737351,0.007525286439340506
1651821041.9993412,0.9356713712215423,-1.7252333819866181,0.19670358747243877,0.7375245332717896,0.1315315246582031,0.14026460573077199,-0.6473433166742325,0.120014539361,-2.4842236757278444,0.041978710144758194,0.00406299937749275,0.0068591931136324545,0.7075765997171402,-0.7065910786390305,0.9091773599386215,-1.7415357887744904,0.4160259932279587,-0.7098134189844132,-0.010982765466906085,0.7042476862668992,0.007055744179524424
