Time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w,Released,position.x-t,position.y-t,position.z-t,position.x-n0,position.y-n0,position.z-n0,orientation.x-n0,orientation.y-n0,orientation.z-n0,orientation.w-n0,Released-n0
-1.0,0.0,0.0,0.0,-0.6082546263933182,-0.0343516806140541,0.7857999742031098,0.0417354898527264,0.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,0.0,0.0,0.0,-0.6082546263933182,-0.0343516806140541,0.7857999742031098,0.0417354898527264,0.0
0.0,0.0,0.0,0.0,-0.6082546263933182,-0.0343516806140541,0.7857999742031098,0.0417354898527264,0.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.0116042852401733,5.2410364151045385e-05,0.0117094099521636,-0.5953933477401734,-0.0373786762356757,0.794532498717308,0.0424713220447301,0.0
0.0099999904632568,-0.0116042852401733,5.2410364151045385e-05,0.0117094099521636,-0.5953933477401734,-0.0373786762356757,0.794532498717308,0.0424713220447301,0.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.0232085704803467,0.000104820728302,0.0234188199043273,-0.5825320690870285,-0.0404056718572973,0.8032650232315064,0.0432071542367338,0.0
0.0199999809265136,-0.0232085704803467,0.000104820728302,0.0234188199043273,-0.5825320690870285,-0.0404056718572973,0.8032650232315064,0.0432071542367338,0.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.03481285572052,0.0001572310924533,0.035128229856491,-0.5696707904338837,-0.0434326674789189,0.8119975477457047,0.0439429864287375,0.0
0.0299999713897705,-0.03481285572052,0.0001572310924533,0.035128229856491,-0.5696707904338837,-0.0434326674789189,0.8119975477457047,0.0439429864287375,0.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.0480821192264556,-0.0001158714294433,0.0496140360832214,-0.5539437472820282,-0.0456954499706625,0.822058629989624,0.0450274212285875,0.0
0.0399999618530273,-0.0480821192264556,-0.0001158714294433,0.0496140360832214,-0.5539437472820282,-0.0456954499706625,0.822058629989624,0.0450274212285875,0.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.0613513827323913,-0.0003889739513396,0.0640998423099518,-0.5382167041301728,-0.0479582324624061,0.8321197122335434,0.0461118560284375,0.0
0.0499999523162841,-0.0613513827323913,-0.0003889739513396,0.0640998423099518,-0.5382167041301728,-0.0479582324624061,0.8321197122335434,0.0461118560284375,0.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.0728134006261825,-0.0008368015289306,0.077515922486782,-0.5240469455718995,-0.0497154999524354,0.8407675325870514,0.0471810400485991,0.0
0.059999942779541,-0.0728134006261825,-0.0008368015289306,0.077515922486782,-0.5240469455718995,-0.0497154999524354,0.8407675325870514,0.0471810400485991,0.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.0842754185199737,-0.0012846291065216,0.0909320026636123,-0.509877187013626,-0.0514727674424647,0.8494153529405594,0.0482502240687608,1.0
0.0699999332427978,-0.0842754185199737,-0.0012846291065216,0.0909320026636123,-0.509877187013626,-0.0514727674424647,0.8494153529405594,0.0482502240687608,1.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.0957927763462066,-0.0014954686164856,0.1044423654675483,-0.4955264285206794,-0.0524933133274316,0.8581636816263198,0.0496999064460396,1.0
0.0799999237060546,-0.0957927763462066,-0.0014954686164856,0.1044423654675483,-0.4955264285206794,-0.0524933133274316,0.8581636816263198,0.0496999064460396,1.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.1071142345666885,-0.0014654934406279,0.1176384329795837,-0.481420661509037,-0.0534084541723131,0.8668045789003372,0.0513512384146451,1.0
0.0899999141693115,-0.1071142345666885,-0.0014654934406279,0.1176384329795837,-0.481420661509037,-0.0534084541723131,0.8668045789003372,0.0513512384146451,1.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.1174672454595565,-0.0015249252319335,0.1301060125231742,-0.4682049915194511,-0.0538784759119152,0.8746941477060318,0.0531782407313584,1.0
0.0999999046325683,-0.1174672454595565,-0.0015249252319335,0.1301060125231742,-0.4682049915194511,-0.0538784759119152,0.8746941477060318,0.0531782407313584,1.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.1254208743572235,-0.0017547190189364,0.1404423236846923,-0.4572746708989143,-0.0538937663659453,0.8808084696531295,0.0547262025997042,1.0
0.1099998950958252,-0.1254208743572235,-0.0017547190189364,0.1404423236846923,-0.4572746708989143,-0.0538937663659453,0.8808084696531295,0.0547262025997042,1.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.1333745032548904,-0.0019845128059388,0.1507786348462104,-0.4463443502783775,-0.0539090568199753,0.8869227916002274,0.0562741644680499,1.0
0.119999885559082,-0.1333745032548904,-0.0019845128059388,0.1507786348462104,-0.4463443502783775,-0.0539090568199753,0.8869227916002274,0.0562741644680499,1.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.1405880272388459,-0.001776999235153,0.1599590301513671,-0.4364492699503898,-0.0511685750039759,0.8925702840089798,0.0590681450441479,1.0
0.1299998760223388,-0.1405880272388459,-0.001776999235153,0.1599590301513671,-0.4364492699503898,-0.0511685750039759,0.8925702840089798,0.0590681450441479,1.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.1478015512228012,-0.0015694856643675,0.1691394254565238,-0.4265541896224022,-0.0484280931879766,0.8982177764177323,0.0618621256202458,1.0
0.1399998664855957,-0.1478015512228012,-0.0015694856643675,0.1691394254565238,-0.4265541896224022,-0.0484280931879766,0.8982177764177323,0.0618621256202458,1.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.1514105409383773,-0.0013367176055907,0.1744769349694251,-0.420641140639782,-0.0475220907188486,0.9012093245983124,0.0628755811601876,1.0
0.1499998569488525,-0.1514105409383773,-0.0013367176055907,0.1744769349694251,-0.420641140639782,-0.0475220907188486,0.9012093245983124,0.0628755811601876,1.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.1550195306539535,-0.0011039495468139,0.1798144444823265,-0.4147280916571617,-0.0466160882497206,0.9042008727788924,0.0638890367001294,1.0
0.1599998474121093,-0.1550195306539535,-0.0011039495468139,0.1798144444823265,-0.4147280916571617,-0.0466160882497206,0.9042008727788924,0.0638890367001294,1.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.1586285203695298,-0.0008711814880371,0.1851519539952277,-0.4088150426745415,-0.0457100857805926,0.9071924209594726,0.0649024922400712,1.0
0.1699998378753662,-0.1586285203695298,-0.0008711814880371,0.1851519539952277,-0.4088150426745415,-0.0457100857805926,0.9071924209594726,0.0649024922400712,1.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.1614340215921402,-0.0006140410900115,0.189319796860218,-0.4038504213094711,-0.0431174182158429,0.9096521705389022,0.0665692754089831,1.0
0.179999828338623,-0.1614340215921402,-0.0006140410900115,0.189319796860218,-0.4038504213094711,-0.0431174182158429,0.9096521705389022,0.0665692754089831,1.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.1642395228147507,-0.0003569006919861,0.1934876397252082,-0.3988857999444007,-0.0405247506510932,0.912111920118332,0.0682360585778951,1.0
0.1899998188018798,-0.1642395228147507,-0.0003569006919861,0.1934876397252082,-0.3988857999444007,-0.0405247506510932,0.912111920118332,0.0682360585778951,1.0,-1.6013097967419818,-0.0067984146361774,-0.411329837197364,-0.1642203480005264,0.0002570688724519,0.1937184408307075,-0.39806769490242,-0.0344759735104162,0.9124349266290664,0.0710661554709076,1.0
