Time,Bottle.position.x,Bottle.position.y,Bottle.position.z,Bottle.orientation.x,Bottle.orientation.y,Bottle.orientation.z,Bottle.orientation.w,CatchNet.position.x,CatchNet.position.y,CatchNet.position.z,CatchNet.orientation.x,CatchNet.orientation.y,CatchNet.orientation.z,CatchNet.orientation.w,TrashPickup.position.x,TrashPickup.position.y,TrashPickup.position.z,TrashPickup.orientation.x,TrashPickup.orientation.y,TrashPickup.orientation.z,TrashPickup.orientation.w,TrashPickup.velocity.x,TrashPickup.velocity.y,TrashPickup.velocity.z,Velocity_abs,Distance,Velocity_rel,Acceleration,Released,Moving,Freefall,Passed
1651820977.9194024,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-10,-10,-10,-10
1651820977.9294024,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-10,-10,-10,-10
1651820977.9394023,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-10,-10,-10,-10
1651820977.9494023,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-10,-10,-10,-10
1651820977.9594023,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,-10,-10,-10,-10
1651820977.9694023,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,-10,-10,-10,-10
1651820977.9794023,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.22115785883270497,,-10,-10,-10,-10
1651820977.9894023,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.4423210128425429,,-10,-10,-10,-10
1651820977.9994023,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.6634930120254566,2.2134616626766808,-10,-10,-10,-10
1651820978.0094025,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.8848247833934532,0.8870821467592589,-10,-10,-10,-10
1651820978.0194025,0.922856330871582,-1.7234550654888152,0.2590263083577155,-0.6888796120882035,-0.1438544943928718,-0.1742267042398452,0.6886841356754303,0.1190846353769301,-2.4841700553894044,0.0412255790084599,0.0035023112781345,0.0059525953140109,0.7084196358919144,-0.7057562232017517,0.9246651232242584,-1.7655266404151917,0.4761380523443222,-0.6955965667963028,-0.0744348857551812,0.7139628767967224,0.0258645090274512,,,,0.0,0.22115785883270497,0.8850082458034816,-0.8821097896206043,-10,-10,-10,-10
1651820978.0294025,0.9224728018045424,-1.7239280760288238,0.256454337388277,-0.6898052930831909,-0.1446225695312022,-0.1741860471665858,0.6876107960939407,0.1191057845950126,-2.4841721415519715,0.0412600180134176,0.0036322818952612,0.0058893493842333,0.7083993703126907,-0.7057763040065765,0.9241112232208252,-1.7652636289596555,0.473714154958725,-0.6959319114685059,-0.0739843316376208,0.7137605994939804,0.023989604320377,-0.055390000343324974,0.026301145553619953,-0.2423897385597229,0.25002517424154924,0.22116315400983788,0.6640400147126929,-2.20951710514127,-10,-10,-10,-10
1651820978.0394022,0.9220358431339264,-1.7244003891944886,0.2535020545125007,-0.6909556865692139,-0.1457969605922698,-0.1739246383309363,0.6862674534320832,0.119126933813095,-2.4841742277145387,0.0412944570183753,0.0037622525123878,0.0058261034544556,0.7083791047334671,-0.7057963848114014,0.9234683960676192,-1.7648880243301392,0.4709319338202477,-0.6963389366865158,-0.0735226321965455,0.7134921848773956,0.0218152340734377,-0.06428271532059604,0.03756046295162463,-0.27822211384773143,0.28801145897347413,0.2211719991829138,0.443067490442301,-2.8739908603182407,-10,-10,-10,-10
1651820978.0494022,0.9215988844633104,-1.724872702360153,0.2505497716367244,-0.6921060800552368,-0.1469713516533374,-0.1736632294952869,0.6849241107702255,0.1191480830311774,-2.484176313877106,0.041328896023333,0.0038922231295145,0.005762857524678,0.7083588391542435,-0.7058164656162262,0.9228198289871216,-1.7645452737808227,0.4682935416698456,-0.6967823803424835,-0.0723964020609855,0.7132292449474334,0.0203121991362422,-0.06485670804976529,0.03427505493165395,-0.2638392150402069,0.2738472263190791,0.2213317713679966,0.22193827950148792,-2.8753695850313052,-10,-10,-10,-10
1651820978.0594022,0.9212441653013228,-1.7252782344818116,0.2484608069062232,-0.6929968178272248,-0.1477137342095374,-0.1735010527074336,0.683896878361702,0.1192201618105172,-2.4841784477233886,0.041382654570043,0.0039878122974186,0.00576890965458,0.7082949548959732,-0.7058799058198929,0.9223258972167968,-1.7643275201320647,0.4663276553153991,-0.6970566421747207,-0.0722555093467235,0.7130308449268341,0.018536937306635,-0.049393177032475144,0.021775364875797898,-0.19658863544465,0.20386501425900683,0.22134132124273329,0.0006410928170716979,-2.2130168641212116,-10,-10,-10,-10
1651820978.0694022,0.9208894461393357,-1.72568376660347,0.246371842175722,-0.6938875555992127,-0.1484561167657375,-0.1733388759195804,0.6828696459531785,0.119292240589857,-2.484180581569672,0.041436413116753,0.0040834014653227,0.0057749617844819,0.708231070637703,-0.7059433460235596,0.9218319654464722,-1.764109766483307,0.4643617689609526,-0.697330904006958,-0.0721146166324615,0.7128324449062348,0.0167616754770278,-0.04939317703246404,0.021775364875775693,-0.19658863544465,0.20386501425900178,0.22135278175175427,0.0004830861628037919,-1.3290529070075532,-10,-10,-10,-10
1651820978.0794022,0.9205090880393982,-1.7259603977203368,0.2439892545342445,-0.6948268175125122,-0.149220148473978,-0.1732863426208495,0.6817588657140732,0.1193652134388684,-2.484182834625244,0.041493815742433,0.0041982678230851,0.0057670628419145,0.7081661701202393,-0.7060078591108322,0.9212648659944536,-1.7637450098991394,0.4621019899845122,-0.6976843744516372,-0.0718403063714503,0.7125687062740326,0.0149926165817305,-0.05670994520186046,0.03647565841675693,-0.22597789764404186,0.23582303060845225,0.2213626289223597,0.000312737135480301,-0.6657570466978161,-10,-10,-10,-10
1651820978.0894022,0.9201287299394608,-1.726237028837204,0.2416066668927669,-0.6957660794258118,-0.1499841801822185,-0.1732338093221187,0.6806480854749679,0.1194381862878799,-2.484185087680817,0.0415512183681129,0.0043131341808475,0.0057591638993471,0.7081012696027755,-0.7060723721981048,0.9206977665424348,-1.7633802533149718,0.4598422110080718,-0.6980378448963165,-0.0715659961104392,0.7123049676418305,0.0132235576864331,-0.05670994520187156,0.03647565841675693,-0.2259778976440363,0.23582303060844959,0.22137455961009742,0.00013403320526794715,-0.22311594830858095,-10,-10,-10,-10
1651820978.0994022,0.9198719590902328,-1.7263475596904754,0.2399682968854903,-0.6963285952806473,-0.1507742278277873,-0.1731181405484675,0.6799229979515076,0.1194149151444434,-2.484184813499451,0.0414958728477358,0.00436797341099,0.0056089167832396,0.7081215381622314,-0.7060528606176376,0.9202762305736542,-1.7630601942539217,0.4582784220576285,-0.6983414947986603,-0.0710111670196056,0.7120790481567383,0.012387219746597,-0.04215359687806952,0.03200590610501486,-0.15637889504433455,0.16509289073321365,0.22137590592631373,0.00010730983520002013,-0.001432305448487936,-10,-10,-10,-10
1651820978.1094022,0.919615188241005,-1.726458090543747,0.2383299268782138,-0.6968911111354827,-0.1515642754733562,-0.1730024717748164,0.6791979104280472,0.119391644001007,-2.484184539318085,0.0414405273273586,0.0044228126411325,0.0054586696671321,0.7081418067216874,-0.7060333490371704,0.9198546946048736,-1.762740135192871,0.4567146331071853,-0.698645144701004,-0.0704563379287719,0.7118531286716461,0.0115508818067609,-0.04215359687805842,0.03200590610505927,-0.1563788950443179,0.16509289073320366,0.2213782375075146,7.989029005184278e-05,-0.001019459785341903,-10,-10,-10,-10
1651820978.1194022,0.919334590435028,-1.726315873861313,0.2364145204424857,-0.6979336410760879,-0.1517663389444351,-0.1733005173504352,0.6779908984899521,0.1193683728575706,-2.484184265136719,0.0413851818069815,0.0044776518712751,0.0053084225510246,0.7081620752811432,-0.7060138374567032,0.9193736016750336,-1.7622029721736907,0.454868322610855,-0.6990383774042129,-0.0697966642677783,0.7115478366613388,0.010763110499829,-0.04810929298399991,0.05371630191803867,-0.18463104963302723,0.1982134446796271,0.22138190763695248,5.1668895328482733e-05,-0.0007178873122777318,-10,-10,-10,-10
1651820978.1294022,0.9190539926290512,-1.7261736571788788,0.2344991140067577,-0.6989761710166931,-0.1519684024155139,-0.1735985629260539,0.676783886551857,0.1193461064249276,-2.484183979034424,0.0413249105215072,0.0045160835608839,0.005167388357222,0.7081818521022797,-0.7059947967529296,0.9188925087451936,-1.7616658091545103,0.4530220121145247,-0.6994316101074218,-0.0691369906067847,0.7112425446510315,0.009975339192897,-0.04810929298399991,0.05371630191803867,-0.18463104963303278,0.19821344467963226,0.22138648541933084,2.0378287682421004e-05,-0.0005175783308022375,-10,-10,-10,-10
1651820978.1394022,0.9187733948230744,-1.7260314404964447,0.2325837075710296,-0.7000187009572982,-0.1521704658865928,-0.1738966085016727,0.6755768746137619,0.1193238399922847,-2.4841836929321293,0.0412646392360329,0.0045545152504927,0.0050263541634194,0.7082016289234161,-0.7059757560491562,0.9184114158153532,-1.7611286461353302,0.4511757016181945,-0.6998248428106308,-0.0684773169457912,0.7109372526407242,0.009187567885965,-0.048109292984033214,0.05371630191801646,-0.18463104963302168,0.19821344467962398,0.22139197079834672,-1.3293600926944649e-05,-0.00040054944773815215,-10,-10,-10,-10
1651820978.149402,0.9185858249664308,-1.725721150636673,0.2312080144882202,-0.7011117607355117,-0.1525814011693,-0.1740136422216892,0.6743220210075378,0.11930716894567,-2.4841841697692875,0.0412064798176288,0.0046007464639842,0.0048815499409101,0.7082165241241455,-0.705961599946022,0.9180693686008452,-1.760609656572342,0.4498264536261557,-0.7001260101795197,-0.0682586081326007,0.7106725990772247,0.0085271013900637,-0.034204721450803444,0.051898956298823684,-0.13492479920387823,0.14855357981092587,0.22138540264594675,-4.104702867380183e-05,-0.00020451218288153328,-10,-10,-10,-10
1651820978.159402,0.918398255109787,-1.7254108607769012,0.2298323214054107,-0.7022048205137252,-0.1529923364520073,-0.1741306759417056,0.6730671674013138,0.1192904978990554,-2.4841846466064457,0.0411483203992247,0.0046469776774756,0.0047367457184008,0.7082314193248749,-0.7059474438428879,0.9177273213863372,-1.7600906670093537,0.448477205634117,-0.7004271775484086,-0.0680398993194102,0.7104079455137253,0.0078666348941623,-0.034204721450803444,0.051898956298823684,-0.13492479920386713,0.1485535798109158,0.22137914199798972,-4.995450435929527e-05,3.4125393798323245e-05,-10,-10,-10,-10
