x,y,z,rx,ry,rz,rw,Released,xt,yt,zt,quaternion_norm
0.0,0.0,0.0,-0.595393347740173,-0.037378676235676,0.794532498717308,0.04247132204473,0.0,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.9944727792577223
-0.04383315145969391,0.03292800486087799,0.07633493840694427,-0.4918282628059387,0.21770033240318298,0.5962765216827393,0.24661383032798767,-0.004774681758135557,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.8400312770619148
-0.07516840845346451,0.05186067521572113,0.08640015125274658,-0.43585434556007385,0.32710030674934387,0.5311880707740784,0.32660168409347534,0.018356211483478546,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.828126226975391
-0.09612685441970825,0.06055175140500069,0.09145334362983704,-0.3997257649898529,0.39314666390419006,0.4957828223705292,0.35981127619743347,0.04139985889196396,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.830427448951581
-0.11768138408660889,0.0660615861415863,0.09919717907905579,-0.37298622727394104,0.44277825951576233,0.46994641423225403,0.37791749835014343,0.07188086211681366,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.8359680500143769
-0.14265145361423492,0.06797154247760773,0.11093927919864655,-0.35092589259147644,0.4855097234249115,0.45158275961875916,0.38753822445869446,0.1175609827041626,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.8443823410237509
-0.17120586335659027,0.06888183951377869,0.12603837251663208,-0.329996258020401,0.5237493515014648,0.43964260816574097,0.38842499256134033,0.1817692667245865,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.8528601944438048
-0.20518161356449127,0.0697794109582901,0.14643727242946625,-0.30767861008644104,0.5586780309677124,0.43148836493492126,0.3804222643375397,0.2692265212535858,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.8588891533071058
-0.24575175344944,0.07091884315013885,0.17468972504138947,-0.2845457196235657,0.5919978618621826,0.4236217737197876,0.36557623744010925,0.3845113217830658,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.862861012884378
-0.2920936048030853,0.07204313576221466,0.21110540628433228,-0.258081316947937,0.6294121146202087,0.41713234782218933,0.35150524973869324,0.5096287131309509,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.8719638251566273
-0.33946171402931213,0.07849222421646118,0.24832551181316376,-0.22890423238277435,0.6654133796691895,0.4114675223827362,0.3391819894313812,0.6227115988731384,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.8829054634421157
-0.3839111924171448,0.08861462771892548,0.28067073225975037,-0.20289728045463562,0.6995220184326172,0.4099372625350952,0.3297019600868225,0.7112324833869934,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.8984710915704468
-0.4218149781227112,0.09878668189048767,0.30906182527542114,-0.18275946378707886,0.7279888987541199,0.41207829117774963,0.3204531967639923,0.7724924683570862,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.9142579656143078
