Time,x,y,z,rx,ry,rz,rw,Released,xt,yt,zt,quaternion_norm
0.0,-0.10221479088068,0.1805921047925949,-0.2549139261245727,0.0235709398984909,1.1598385572433472,-0.2710736095905304,1.076066970825195,0.3141059875488281,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.6053604254476246
0.01,-0.1030343770980835,-0.0288604162633419,0.126078113913536,0.1401063054800033,0.6532686948776245,-0.0505926422774791,1.0129903554916382,-0.1516066342592239,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.2145364713807747
0.02,-0.2776237428188324,-0.0430752001702785,0.1710829436779022,0.0854437574744224,0.9766464233398438,-0.0129694771021604,0.8276722431182861,-0.0903498530387878,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.2831010955020716
0.03,-0.2354931235313415,0.039097499102354,0.0427132025361061,0.06084705889225,0.8483853340148926,-0.033339075744152,0.7892424464225769,0.0234943106770515,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1608079827232263
0.04,-0.1824843287467956,0.0241303257644176,0.0009291116148233,0.062066450715065,0.7845595479011536,-0.0654645785689354,0.8267449736595154,-0.0667144730687141,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1433191990978324
0.05,-0.2144184112548828,-0.0099200867116451,0.0873983055353164,0.1061676144599914,0.8562722206115723,-0.0636279210448265,0.8476991653442383,-0.1012606918811798,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.2112456668294023
0.06,-0.2426713407039642,-0.0025720708072185,0.0918642655014991,0.1119462922215461,0.8689366579055786,-0.0648408010601997,0.8052501082420349,-0.0348981395363807,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.191727718105191
0.07,-0.2298957109451294,0.0129324607551097,0.0501051396131515,0.1130925714969635,0.8212490081787109,-0.0697294920682907,0.7901756167411804,-0.0246954038739204,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1473794361582044
0.08,-0.2224229276180267,0.0049744732677936,0.0524044334888458,0.119289293885231,0.8201949596405029,-0.0790956765413284,0.8024603724479675,-0.0503213033080101,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1563513665197895
0.09,-0.2344838678836822,-0.0032271705567836,0.0757660344243049,0.1320238262414932,0.8366923332214355,-0.0811776146292686,0.7973345518112183,-0.0427314788103103,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.166111720117703
0.1,-0.241799384355545,0.0007595978677272,0.0711944922804832,0.1363079249858856,0.829430103302002,-0.0825012996792793,0.7795173525810242,-0.0205727517604827,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.149342383322405
0.11,-0.2392323017120361,0.0036501996219158,0.0603822097182273,0.1395455598831176,0.8156099319458008,-0.0862712264060974,0.7729345560073853,-0.0173643231391906,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1355893081337427
0.12,-0.2397476732730865,0.0002369470894336,0.0637525990605354,0.1453976333141327,0.8145596981048584,-0.0901217311620712,0.7716415524482727,-0.0199772715568542,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1349892446373482
0.13,-0.2461825311183929,-0.0020395033061504,0.0697432607412338,0.1517287790775299,0.8166208863258362,-0.0914902165532112,0.7646614909172058,-0.0109862312674522,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1326821927622195
0.14,-0.2509748935699463,-0.0004138387739658,0.0683452263474464,0.1552812457084655,0.8117988109588623,-0.0926117375493049,0.7545062899589539,0.0019317492842674,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1229364408827962
0.15,-0.2522563636302948,-5.454942584037781e-05,0.0670651867985725,0.1570665091276168,0.8055145740509033,-0.0960865840315818,0.7460349202156067,0.0099911093711853,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1132494559216766
0.16,-0.2550237476825714,-0.0005181171000003,0.0686758905649185,0.1621669232845306,0.8017811179161072,-0.0993803590536117,0.7391024827957153,0.0172292031347751,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1069327025139284
0.17,-0.2610239684581756,-0.0006562657654285,0.0709170028567314,0.1669699251651764,0.7999347448348999,-0.1021159514784812,0.7322185635566711,0.0285403504967689,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1019737947279378
0.18,-0.2688788771629333,0.0005570314824581,0.0727523788809776,0.1700064986944198,0.7967884540557861,-0.1041928529739379,0.7229540944099426,0.0431726202368736,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.0942087658897155
0.19,-0.2757897675037384,0.0025474540889263,0.073372408747673,0.1714092940092086,0.7909407615661621,-0.1086754500865936,0.7119671106338501,0.0603141002357006,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.0833632606173391
0.2,-0.2827151119709015,0.0045839883387088,0.0737832561135292,0.1755178719758987,0.7837232351303101,-0.1149550601840019,0.7015087008476257,0.0780452862381935,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.072547321050637
0.21,-0.2921442091464996,0.0067883990705013,0.0755183473229408,0.180779829621315,0.7795678377151489,-0.1226066648960113,0.6909937262535095,0.0992108285427093,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.064383429219197
0.22,-0.3066419064998626,0.0082414783537387,0.0789338201284408,0.1853176057338714,0.7764413356781006,-0.1298517137765884,0.6784735918045044,0.1284515112638473,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.0556475003955392
0.23,-0.3356010317802429,0.0060721524059772,0.0909980461001396,0.1820209473371505,0.7767910957336426,-0.1304064095020294,0.6615099310874939,0.1770899593830108,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.0445751539488093
0.24,-0.3933939933776855,0.0005496777594089,0.1289390474557876,0.1578076779842376,0.7820295095443726,-0.1215406209230423,0.6307089924812317,0.2735366821289062,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.0242262312399726
0.25,-0.4985308349132538,-0.0195073448121547,0.2039354741573333,0.1074219197034835,0.7941222190856934,-0.0959505140781402,0.5625748634338379,0.4841151237487793,-3.256776704496061,0.1199483893930602,-0.2730689460469576,0.9838020867012981
0.26,-0.6786984205245972,-0.041879329830408,0.3432962596416473,0.0356711819767952,0.8499777317047119,-0.0242256820201873,0.4511541128158569,0.8746193051338196,-3.256776704496061,0.1199483893930602,-0.2730689460469576,0.9632556746770377
0.27,-0.8262175917625427,0.00223870575428,0.4632668495178222,-0.0598770976066589,1.0007277727127075,0.1163097321987152,0.4288062751293182,1.185587763786316,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.0965601293548617
0.28,-0.67047119140625,0.0247517563402652,0.3762294352054596,-0.073620393872261,1.0483059883117676,0.1669807583093643,0.4850630164146423,1.2477099895477295,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1694161410990789
0.29,-0.5828239917755127,0.0224774219095706,0.3173062801361084,-0.0336541086435318,0.9982600212097168,0.1320275515317917,0.5017343759536743,1.208816647529602,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1255329081600935
0.3,-0.6175779104232788,0.0124177448451519,0.3405889272689819,-0.0334655679762363,0.9919837117195128,0.1004247665405273,0.4901009798049927,1.1805903911590576,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1115015666643602
0.31,-0.654533863067627,0.0090181790292263,0.3678784370422363,-0.0285851657390594,0.998723328113556,0.1127683967351913,0.4740481674671173,1.1799598932266235,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1116221364293286
0.32,-0.6742636561393738,0.0144317224621772,0.3870604038238525,-0.0297880917787551,1.017162799835205,0.1130922734737396,0.4716796875,1.195716381072998,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1272883755720937
0.33,-0.6734326481819153,0.0126350112259387,0.3863857984542846,-0.0274478644132614,1.019741773605347,0.1096429899334907,0.4717359542846679,1.1955353021621704,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1292400390984412
0.34,-0.6839483976364136,0.0128294937312603,0.3966628313064575,-0.0253694280982017,1.021465301513672,0.1100823059678077,0.4685198068618774,1.192741632461548,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1294529178268247
0.35,-0.6957909464836121,0.0133095122873783,0.4079219102859497,-0.0219745114445686,1.0270203351974487,0.1072733476758003,0.4638426005840301,1.1935821771621704,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1322151638714422
0.36,-0.7069880366325378,0.0135792084038257,0.4168596863746643,-0.0215280093252658,1.0328668355941772,0.1038876250386238,0.4612351655960083,1.1944676637649536,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1361372592580443
0.37,-0.7154574990272522,0.0133068412542343,0.4248456060886383,-0.0202470310032367,1.0367087125778198,0.1027193441987037,0.4582263529300689,1.1937674283981323,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1382871128109158
0.38,-0.7250350713729858,0.013904120773077,0.434323251247406,-0.0183570981025695,1.0416555404663086,0.1001233682036399,0.4551954269409179,1.193919658660889,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1413197683398246
0.39,-0.733873724937439,0.0140438266098499,0.4424522519111633,-0.0169083140790462,1.0463824272155762,0.0959108769893646,0.4523069858551025,1.1939622163772583,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1441077662741186
0.4,-0.7426626682281494,0.0142414011061191,0.4506222009658813,-0.015231697820127,1.050465106964111,0.0920790061354637,0.4493529498577118,1.1939619779586792,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.146344434489184
0.41,-0.7510877847671509,0.0141718871891498,0.4583324790000915,-0.0130834719166159,1.054816961288452,0.0877145156264305,0.4468125104904175,1.1943351030349731,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1489757416244806
0.42,-0.7589411735534668,0.0133036263287067,0.4647841155529022,-0.0111764287576079,1.0587127208709717,0.0835414677858352,0.4452810883522033,1.1943352222442627,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.151630132628408
0.43,-0.7672780752182007,0.0127620138227939,0.4717619121074676,-0.0096644749864935,1.0621763467788696,0.0808906778693199,0.4434424638748169,1.1939970254898071,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1539048982766285
0.44,-0.7753504514694214,0.0122461058199405,0.4789831638336181,-0.0075437193736433,1.0662256479263306,0.0774808079004287,0.4415444731712341,1.1941393613815308,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.156658479145369
0.45,-0.783043384552002,0.0113553069531917,0.4847984910011291,-0.0061933016404509,1.0704635381698608,0.0741268247365951,0.4402395784854889,1.1941596269607544,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1598431860156604
0.46,-0.7893058657646179,0.0103865563869476,0.4906293153762817,-0.0049005886539816,1.0737310647964478,0.0721496641635894,0.4396541714668274,1.1948691606521606,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1625075396766984
0.47,-0.7953492403030396,0.00998230651021,0.4963935613632202,-0.0038106543943285,1.0773231983184814,0.0702777728438377,0.438832014799118,1.1956902742385864,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1653979137147186
0.48,-0.8005290031433105,0.0092431306838989,0.5015425086021423,-0.0020649163052439,1.080921292304993,0.067627802491188,0.4381734728813171,1.1963735818862915,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.1683170015215498
0.49,-0.8063936233520508,0.0083222165703773,0.5070388913154602,-0.0012572770938277,1.0840097665786743,0.0654661208391189,0.4374676942825317,1.1967965364456177,-3.256776704496061,0.1199483893930602,-0.2730689460469576,1.170787150297713
0.0,-0.1898813843727111,0.0436565764248371,-0.1293762475252151,-0.0491668432950973,0.8835269808769226,-0.1557694673538208,0.731309711933136,0.3101351261138916,-2.124382941795552,0.015353539012038,-0.2907431795036316,1.1584970117115168
0.01,-0.0999960824847221,-0.0427035652101039,0.0612618848681449,-0.0263166837394237,0.4594862759113312,0.1114332601428031,0.6168389916419983,0.1423731446266174,-2.124382941795552,0.015353539012038,-0.2907431795036316,0.777642539133422
0.02,-0.2385253608226776,-0.0059387944638729,0.0568383932113647,-0.1855531632900238,0.6338322758674622,0.1893536001443863,0.5251986980438232,0.1271767169237136,-2.124382941795552,0.015353539012038,-0.2907431795036316,0.8647900257593332
0.03,-0.2071601450443267,0.0052576921880245,0.0563088878989219,-0.1474762707948684,0.5925325155258179,0.1479813903570175,0.5071662068367004,0.3008905053138733,-2.124382941795552,0.015353539012038,-0.2907431795036316,0.8074404533165512
