Time,x,y,z,rx,ry,rz,rw,Released,xt,yt,zt
0.0,-0.6302124261856079,-0.08179908245801926,0.08370577543973923,0.03710927441716194,0.9388400316238403,-0.13660013675689697,0.45575210452079773,0.401868611574173,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.01,0.10664630681276321,0.0631491020321846,0.03197921812534332,0.06354810297489166,0.4942586123943329,-0.286113440990448,0.4766559898853302,0.9114108085632324,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.02,-0.31848829984664917,-0.012756839394569397,0.11625531315803528,0.07049112021923065,0.6838818788528442,-0.1319848895072937,0.6716759204864502,1.0543932914733887,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.03,-0.012321017682552338,0.03192026913166046,0.06605112552642822,-0.008677557110786438,0.6229086518287659,-0.11846721172332764,0.5841320753097534,0.892333984375,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.04,-0.2527919113636017,0.035401083528995514,0.08454835414886475,0.02144772931933403,0.6988627910614014,-0.047168537974357605,0.6250398755073547,1.0275321006774902,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.05,-0.17424678802490234,0.007685810327529907,0.0820845365524292,0.011594954878091812,0.6957842111587524,-0.10840380191802979,0.5733996033668518,0.9776732921600342,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.06,-0.20782260596752167,0.03383345901966095,0.09173217415809631,0.005650732666254044,0.6917763948440552,-0.0655418261885643,0.6185796856880188,1.012872338294983,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.07,-0.20968186855316162,0.01546303927898407,0.08966313302516937,0.003995995968580246,0.7003374099731445,-0.07691174000501633,0.5785771608352661,0.9863226413726807,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.08,-0.23079043626785278,0.02837023138999939,0.09733425080776215,-6.27078115940094e-05,0.7028669118881226,-0.059258535504341125,0.5903807878494263,1.002161979675293,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.09,-0.24574673175811768,0.019463270902633667,0.10023467242717743,-0.0007616840302944183,0.7117506265640259,-0.06503736972808838,0.5734339952468872,0.9961216449737549,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.1,-0.2542838752269745,0.0250246524810791,0.10606540739536285,-0.0019466020166873932,0.7123479843139648,-0.05851498246192932,0.5764836668968201,0.9973845481872559,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.11,-0.2717549502849579,0.02071072906255722,0.1097622737288475,-0.00272953137755394,0.7177482843399048,-0.059067994356155396,0.5645269155502319,0.9936908483505249,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.12,-0.28518515825271606,0.022974498569965363,0.11542968451976776,-0.004133280366659164,0.7213784456253052,-0.05470431596040726,0.561626136302948,0.9929447174072266,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.13,-0.30415451526641846,0.02094421535730362,0.12025734782218933,-0.005003415048122406,0.7275680303573608,-0.05301086604595184,0.5526014566421509,0.9910589456558228,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.14,-0.3186292350292206,0.02152033895254135,0.12580421566963196,-0.005981609225273132,0.7320890426635742,-0.05059615522623062,0.5475178360939026,0.9889642000198364,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.15,-0.33468371629714966,0.020842626690864563,0.1312439739704132,-0.0077186450362205505,0.7351579666137695,-0.04745560884475708,0.5392701625823975,0.985824465751648,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.16,-0.3524787724018097,0.021523699164390564,0.1376270055770874,-0.011004459112882614,0.7400209903717041,-0.04240202158689499,0.5315533876419067,0.9836692810058594,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.17,-0.37283483147621155,0.02166019380092621,0.14625632762908936,-0.014220353215932846,0.7467148303985596,-0.03664414584636688,0.5235810279846191,0.9816503524780273,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.18,-0.3936932682991028,0.022169455885887146,0.15579062700271606,-0.017005395144224167,0.7541046142578125,-0.03139602392911911,0.5153687000274658,0.9784355163574219,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.19,-0.4148584306240082,0.02202298492193222,0.16531899571418762,-0.019225094467401505,0.7613040208816528,-0.027493104338645935,0.5064620971679688,0.975245475769043,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.2,-0.4344366490840912,0.02201230078935623,0.17572665214538574,-0.021353065967559814,0.7681705951690674,-0.02301716059446335,0.49802470207214355,0.970872163772583,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.21,-0.4563366174697876,0.023016497492790222,0.18606603145599365,-0.022308554500341415,0.7762444019317627,-0.01629406213760376,0.4899407923221588,0.9677889347076416,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.22,-0.4798605740070343,0.023017913103103638,0.19768348336219788,-0.02277567610144615,0.7856942415237427,-0.012238048017024994,0.478799968957901,0.9633263349533081,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.23,-0.5022099614143372,0.024125300347805023,0.209660142660141,-0.022671092301607132,0.7943487167358398,-0.007924947887659073,0.4689083397388458,0.9596405029296875,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.24,-0.5235468149185181,0.024002857506275177,0.22098395228385925,-0.021659675985574722,0.8014535903930664,-0.006186872720718384,0.4579940438270569,0.9571926593780518,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.25,-0.5428194403648376,0.025100961327552795,0.23281073570251465,-0.020730357617139816,0.8072555065155029,-0.004878349602222443,0.4479776918888092,0.9543725252151489,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.26,-0.5639920830726624,0.02472597360610962,0.24450838565826416,-0.020893000066280365,0.8123472929000854,-0.002901516854763031,0.43694576621055603,0.9523842334747314,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.27,-0.5849602818489075,0.026044189929962158,0.2569819986820221,-0.020430278033018112,0.8178300857543945,-0.0010311603546142578,0.42861464619636536,0.9521704912185669,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.28,-0.6050124168395996,0.025876611471176147,0.2692601680755615,-0.020550314337015152,0.8222689628601074,-0.0013404861092567444,0.4173237383365631,0.951026439666748,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.29,-0.6235764622688293,0.026458680629730225,0.28215983510017395,-0.02005394920706749,0.8262573480606079,-0.001495450735092163,0.4094046950340271,0.952233076095581,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.3,-0.6425421237945557,0.026440974324941635,0.29503270983695984,-0.018395204097032547,0.8303056955337524,-0.0021759122610092163,0.3990177512168884,0.9504362344741821,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.31,-0.6622939109802246,0.02647438645362854,0.3102301061153412,-0.01626589149236679,0.833840012550354,-0.0031428784132003784,0.3875391483306885,0.9486304521560669,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.32,-0.6828159689903259,0.026950716972351074,0.32565951347351074,-0.014110926538705826,0.8378258943557739,-0.004443861544132233,0.3756389021873474,0.9466354846954346,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.33,-0.7042242288589478,0.02847600355744362,0.34062111377716064,-0.012776639312505722,0.8414871692657471,-0.004363566637039185,0.36456361413002014,0.9450137615203857,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.34,-0.7265511155128479,0.03092125803232193,0.3582512140274048,-0.010113727301359177,0.8433513641357422,-0.003150664269924164,0.3534962832927704,0.9428577423095703,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
0.35000000000000003,-0.7501935958862305,0.03271915763616562,0.380463570356369,-0.006123017519712448,0.8454521894454956,-0.003956310451030731,0.34223440289497375,0.9424927234649658,-2.9459024704365437,0.17012821883284535,-0.2310113167478775
