Time,x,y,z,rx,ry,rz,rw,Released,xt,yt,zt
0.0,-0.8181896805763245,0.4267476797103882,0.7836619019508362,0.2004348486661911,0.8627892136573792,-0.36029109358787537,0.10703837126493454,0.9193497896194458,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.01,-1.1885167360305786,0.03594295680522919,0.6612364649772644,-0.2736985683441162,1.304364800453186,0.2656218707561493,0.40891847014427185,1.5838230848312378,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.02,-0.6881747841835022,-0.3584247827529907,0.4514569938182831,-0.17232847213745117,1.209720492362976,0.2669409215450287,0.5588286519050598,1.162310242652893,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.03,-0.6571261286735535,-0.016610344871878624,0.5205504298210144,-0.02884271740913391,1.0468884706497192,0.13919010758399963,0.5290205478668213,0.9689550399780273,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.04,-0.7052440047264099,-0.07149835675954819,0.457939088344574,-0.11599868535995483,1.074141263961792,0.14673665165901184,0.4678541123867035,1.0314399003982544,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.05,-0.6717527508735657,-0.06758864223957062,0.45237448811531067,-0.08018535375595093,1.0644919872283936,0.14204677939414978,0.47310346364974976,1.0084937810897827,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.06,-0.6982777714729309,-0.04745069146156311,0.4751611649990082,-0.08119162172079086,1.0618213415145874,0.1397482454776764,0.4729294776916504,1.0137943029403687,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.07,-0.6985614895820618,-0.06309359520673752,0.4647826850414276,-0.09643889218568802,1.0727330446243286,0.14618438482284546,0.46889448165893555,1.030036449432373,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.08,-0.6911896467208862,-0.06307906657457352,0.4649682641029358,-0.08813197165727615,1.0676971673965454,0.14665931463241577,0.4713253676891327,1.0210074186325073,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.09,-0.6968587040901184,-0.056685663759708405,0.470960408449173,-0.08865715563297272,1.0665210485458374,0.1449514478445053,0.46860870718955994,1.022480845451355,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.1,-0.6982651948928833,-0.060036905109882355,0.46912261843681335,-0.0920969694852829,1.0690988302230835,0.14697760343551636,0.4664166271686554,1.0278968811035156,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.11,-0.6982759833335876,-0.059801049530506134,0.4705127477645874,-0.09093523770570755,1.0683780908584595,0.14784057438373566,0.4661082625389099,1.0275410413742065,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.12,-0.700266420841217,-0.05874737352132797,0.472357839345932,-0.09176687151193619,1.0684481859207153,0.14819952845573425,0.46449634432792664,1.0293242931365967,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.13,-0.7013460993766785,-0.05927193909883499,0.47284314036369324,-0.09269742667675018,1.0689646005630493,0.14916643500328064,0.4630451500415802,1.0314754247665405,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.14,-0.7024685740470886,-0.058982886373996735,0.4741043746471405,-0.09292528033256531,1.0689494609832764,0.14989051222801208,0.4618873596191406,1.0327519178390503,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.15,-0.7038735747337341,-0.05876102298498154,0.4752812385559082,-0.09361996501684189,1.0691744089126587,0.15060366690158844,0.4604932963848114,1.0345290899276733,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.16,-0.7051101326942444,-0.058834441006183624,0.4763006269931793,-0.09417793899774551,1.0693875551223755,0.15145660936832428,0.45919063687324524,1.0361627340316772,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.17,-0.7064534425735474,-0.05868520587682724,0.47754451632499695,-0.0946599543094635,1.0695427656173706,0.15222960710525513,0.45791110396385193,1.0377060174942017,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.18,-0.7079005837440491,-0.05879867821931839,0.47860559821128845,-0.09532217681407928,1.0699039697647095,0.15303772687911987,0.4567437767982483,1.0393348932266235,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.19,-0.7091060876846313,-0.05895339697599411,0.47958311438560486,-0.09592039883136749,1.0701557397842407,0.15374413132667542,0.4555812180042267,1.0406991243362427,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.2,-0.7103294730186462,-0.05894012004137039,0.4806254208087921,-0.09642496705055237,1.0703233480453491,0.1543736457824707,0.4543631374835968,1.0420076847076416,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.21,-0.7116367220878601,-0.058945432305336,0.4816668927669525,-0.096993088722229,1.070544958114624,0.15502114593982697,0.45312589406967163,1.0434184074401855,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.22,-0.7129207849502563,-0.058998070657253265,0.4826847016811371,-0.0975673645734787,1.0707813501358032,0.15569297969341278,0.451907753944397,1.0448318719863892,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.23,-0.7141938805580139,-0.059033118188381195,0.4837154448032379,-0.09812433272600174,1.0710012912750244,0.15635576844215393,0.45069509744644165,1.0462169647216797,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.24,-0.7154726386070251,-0.0590638741850853,0.4847458004951477,-0.09868696331977844,1.0712226629257202,0.15701517462730408,0.44947507977485657,1.047609567642212,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.25,-0.7167413830757141,-0.059067025780677795,0.4857572615146637,-0.09926296770572662,1.0714349746704102,0.15763698518276215,0.4482620060443878,1.04898202419281,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.26,-0.71797776222229,-0.059006139636039734,0.48670366406440735,-0.0998501181602478,1.0716142654418945,0.1581648588180542,0.44704470038414,1.0502873659133911,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.27,-0.7192665934562683,-0.05887744575738907,0.48761042952537537,-0.1004180908203125,1.0717946290969849,0.15875224769115448,0.44575124979019165,1.0515661239624023,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.28,-0.7205718159675598,-0.05873569846153259,0.48849648237228394,-0.1010146513581276,1.071998119354248,0.1593492031097412,0.4444464147090912,1.0528287887573242,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.29,-0.7218345403671265,-0.05861654132604599,0.489351361989975,-0.10159651935100555,1.0721862316131592,0.1599370241165161,0.44314005970954895,1.0540573596954346,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.3,-0.7231732606887817,-0.05838656425476074,0.4901616871356964,-0.1021626740694046,1.0723974704742432,0.16051581501960754,0.44185522198677063,1.0552688837051392,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.31,-0.7245122790336609,-0.058186545968055725,0.49090373516082764,-0.10277051478624344,1.0726221799850464,0.16111057996749878,0.4405754506587982,1.0564457178115845,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.32,-0.7257823348045349,-0.05789094418287277,0.49171870946884155,-0.10346227884292603,1.0729645490646362,0.1616327166557312,0.439254492521286,1.057674527168274,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.33,-0.7269837260246277,-0.05775760859251022,0.4923723042011261,-0.10394549369812012,1.0733506679534912,0.1622491329908371,0.43798473477363586,1.0588361024856567,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.34,-0.7286052703857422,-0.05734148621559143,0.49337947368621826,-0.10450799763202667,1.0736953020095825,0.1627657115459442,0.43677598237991333,1.0601462125778198,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.35000000000000003,-0.7302384972572327,-0.057151272892951965,0.49420255422592163,-0.1053340956568718,1.07420814037323,0.16340619325637817,0.4355224072933197,1.0617011785507202,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.36,-0.7316661477088928,-0.05703631788492203,0.4949481189250946,-0.10598975419998169,1.0746310949325562,0.16404134035110474,0.4343417286872864,1.0630336999893188,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.37,-0.733169436454773,-0.056754715740680695,0.49583515524864197,-0.10660700500011444,1.074992060661316,0.16461092233657837,0.43312424421310425,1.064322829246521,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.38,-0.7345065474510193,-0.056614525616168976,0.49659568071365356,-0.10724127292633057,1.0753456354141235,0.16523638367652893,0.4318056106567383,1.06546950340271,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.39,-0.735802173614502,-0.056349024176597595,0.4974091947078705,-0.10773766040802002,1.0756360292434692,0.16576074063777924,0.43048325181007385,1.0665262937545776,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.4,-0.7371809482574463,-0.056035079061985016,0.49834707379341125,-0.10826368629932404,1.0759917497634888,0.16632868349552155,0.42916569113731384,1.0675008296966553,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.41000000000000003,-0.7384616732597351,-0.055788539350032806,0.49920904636383057,-0.10880331695079803,1.076380968093872,0.16688671708106995,0.4278399646282196,1.0684400796890259,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.42,-0.7396659255027771,-0.05553983896970749,0.499979704618454,-0.10923945903778076,1.0766949653625488,0.16740572452545166,0.4264931380748749,1.0692967176437378,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.43,-0.7409731149673462,-0.05518903583288193,0.5008485913276672,-0.10967560112476349,1.0769952535629272,0.16790035367012024,0.42513307929039,1.0701764822006226,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.44,-0.7423101663589478,-0.054904110729694366,0.5016438961029053,-0.11017677187919617,1.077325463294983,0.16839057207107544,0.4237837493419647,1.0710939168930054,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.45,-0.7436134219169617,-0.054617442190647125,0.5024294257164001,-0.11063909530639648,1.0776145458221436,0.1688714623451233,0.4224461019039154,1.0719414949417114,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.46,-0.7449383735656738,-0.054290346801280975,0.5032415986061096,-0.11110351234674454,1.0778964757919312,0.16933268308639526,0.42109182476997375,1.0727945566177368,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.47000000000000003,-0.7462698817253113,-0.05398070812225342,0.5040361285209656,-0.1115848645567894,1.078194260597229,0.16980361938476562,0.41973403096199036,1.0736722946166992,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.48,-0.747593343257904,-0.053675390779972076,0.5048291087150574,-0.11205358058214188,1.0784858465194702,0.17027495801448822,0.41838380694389343,1.0745354890823364,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.49,-0.7489528059959412,-0.05334407091140747,0.5056324601173401,-0.11249752342700958,1.078769564628601,0.1707252711057663,0.4170319139957428,1.07541024684906,-3.290028946955995,-0.1806789481657871,-0.278726423614029
0.0,-0.6824679970741272,0.36123648285865784,0.6585424542427063,0.16931816935539246,0.7328583598136902,-0.312168151140213,0.08900119364261627,0.7786506414413452,-2.780567329852404,-0.10853783005165869,-0.309200543814194
0.01,-0.9978287816047668,0.031319715082645416,0.566096842288971,-0.22937296330928802,1.1026204824447632,0.21226823329925537,0.3441084921360016,1.337143063545227,-2.780567329852404,-0.10853783005165869,-0.309200543814194
0.02,-0.5856109261512756,-0.2979260981082916,0.39407724142074585,-0.1459508091211319,1.0247851610183716,0.2179298847913742,0.4712858200073242,0.9929351806640625,-2.780567329852404,-0.10853783005165869,-0.309200543814194
0.03,-0.5572602152824402,-0.024812357500195503,0.4514419734477997,-0.03284209221601486,0.8952584266662598,0.1133434846997261,0.44733747839927673,0.8302321434020996,-2.780567329852404,-0.10853783005165869,-0.309200543814194
0.04,-0.5907952785491943,-0.06458695977926254,0.39543017745018005,-0.10056932270526886,0.9127397537231445,0.11775585263967514,0.39254525303840637,0.8833485245704651,-2.780567329852404,-0.10853783005165869,-0.309200543814194
0.05,-0.5692219138145447,-0.06125994026660919,0.3952413499355316,-0.06954878568649292,0.9063706994056702,0.1147271916270256,0.3972766101360321,0.8634008169174194,-2.780567329852404,-0.10853783005165869,-0.309200543814194
