Time,Bottle.position.x,Bottle.position.y,Bottle.position.z,Bottle.orientation.x,Bottle.orientation.y,Bottle.orientation.z,Bottle.orientation.w,CatchNet.position.x,CatchNet.position.y,CatchNet.position.z,CatchNet.orientation.x,CatchNet.orientation.y,CatchNet.orientation.z,CatchNet.orientation.w,TrashPickup.position.x,TrashPickup.position.y,TrashPickup.position.z,TrashPickup.orientation.x,TrashPickup.orientation.y,TrashPickup.orientation.z,TrashPickup.orientation.w
1651820598.599764,0.91768878698349,-1.7148096561431885,0.1495640873908996,-0.6932401061058044,-0.061388861387968,-0.1035533547401428,0.7105816602706909,0.1194019392132759,-2.483935594558716,0.0410930216312408,0.0027149957604706,0.0056758183054625,0.7082391977310181,-0.7059445977210999,0.9227739572525024,-1.7545783519744873,0.3530372083187103,-0.690402090549469,-0.090719923377037,0.7176601886749268,0.0088715963065624
1651820598.609764,0.91768878698349,-1.7148096561431885,0.1495640873908996,-0.6932401061058044,-0.061388861387968,-0.1035533547401428,0.7105816602706909,0.1193412765860557,-2.483955144882202,0.041077397763729,0.0026563208084553,0.0057205152697861,0.7082880735397339,-0.7058953642845154,0.9227739572525024,-1.7545783519744873,0.3530372083187103,-0.690402090549469,-0.090719923377037,0.7176601886749268,0.0088715963065624
1651820598.619764,0.91768878698349,-1.7148096561431885,0.1495640873908996,-0.6932401061058044,-0.061388861387968,-0.1035533547401428,0.7105816602706909,0.1193412765860557,-2.483955144882202,0.041077397763729,0.0026563208084553,0.0057205152697861,0.7082880735397339,-0.7058953642845154,0.9230072498321532,-1.7548975944519043,0.3521613180637359,-0.6903579831123352,-0.0910183042287826,0.7176709771156311,0.008370884694159
1651820598.629764,0.91768878698349,-1.7148096561431885,0.1495640873908996,-0.6932401061058044,-0.061388861387968,-0.1035533547401428,0.7105816602706909,0.1193412765860557,-2.483955144882202,0.041077397763729,0.0026563208084553,0.0057205152697861,0.7082880735397339,-0.7058953642845154,0.9230072498321532,-1.7548975944519043,0.3521613180637359,-0.6903579831123352,-0.0910183042287826,0.7176709771156311,0.008370884694159
1651820598.639764,0.9177160859107972,-1.7153818607330322,0.1485080420970916,-0.6929451823234558,-0.063356265425682,-0.1026758104562759,0.7108240127563477,0.1193412765860557,-2.483955144882202,0.041077397763729,0.0026563208084553,0.0057205152697861,0.7082880735397339,-0.7058953642845154,0.9230072498321532,-1.7548975944519043,0.3521613180637359,-0.6903579831123352,-0.0910183042287826,0.7176709771156311,0.008370884694159
1651820598.649764,0.9177160859107972,-1.7153818607330322,0.1485080420970916,-0.6929451823234558,-0.063356265425682,-0.1026758104562759,0.7108240127563477,0.1193899363279342,-2.4839558601379395,0.0411883294582366,0.0027187906671315,0.0058131054975092,0.7082525491714478,-0.7059300541877747,0.9230072498321532,-1.7548975944519043,0.3521613180637359,-0.6903579831123352,-0.0910183042287826,0.7176709771156311,0.008370884694159
1651820598.659764,0.9177160859107972,-1.7153818607330322,0.1485080420970916,-0.6929451823234558,-0.063356265425682,-0.1026758104562759,0.7108240127563477,0.1193899363279342,-2.4839558601379395,0.0411883294582366,0.0027187906671315,0.0058131054975092,0.7082525491714478,-0.7059300541877747,0.9230332374572754,-1.7551192045211792,0.3518400192260742,-0.690190315246582,-0.0918530821800232,0.7177351117134094,0.007531106006354
1651820598.669764,0.9177160859107972,-1.7153818607330322,0.1485080420970916,-0.6929451823234558,-0.063356265425682,-0.1026758104562759,0.7108240127563477,0.1193899363279342,-2.4839558601379395,0.0411883294582366,0.0027187906671315,0.0058131054975092,0.7082525491714478,-0.7059300541877747,0.922911524772644,-1.7556623220443726,0.3513683676719665,-0.6897946000099182,-0.0927313193678855,0.7180142402648926,0.0063141039572656
1651820598.679764,0.9171720147132874,-1.716014742851257,0.1479638367891311,-0.6888599991798401,-0.0641509890556335,-0.1014235317707061,0.7148915529251099,0.1193899363279342,-2.4839558601379395,0.0411883294582366,0.0027187906671315,0.0058131054975092,0.7082525491714478,-0.7059300541877747,0.922911524772644,-1.7556623220443726,0.3513683676719665,-0.6897946000099182,-0.0927313193678855,0.7180142402648926,0.0063141039572656
1651820598.689764,0.916673481464386,-1.7168736457824707,0.1475704312324524,-0.6936855912208557,-0.0627504512667656,-0.09998569637537,0.710538923740387,0.1193899363279342,-2.4839558601379395,0.0411883294582366,0.0027187906671315,0.0058131054975092,0.7082525491714478,-0.7059300541877747,0.922911524772644,-1.7556623220443726,0.3513683676719665,-0.6897946000099182,-0.0927313193678855,0.7180142402648926,0.0063141039572656
