Time,x,y,z,rx,ry,rz,rw,Released,xt,yt,zt
0.0,-0.6683250069618225,0.36744141578674316,0.575226366519928,0.07612600922584534,0.6223360300064087,-0.08877335488796234,0.038167644292116165,0.7399696111679077,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.01,-0.6374087929725647,0.03509652242064476,0.26365402340888977,-0.18312907218933105,0.9952266812324524,0.02752954326570034,0.4708676040172577,1.1330757141113281,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.02,-0.5048356056213379,0.06141100823879242,0.2659643590450287,-0.012046120129525661,0.8112409114837646,0.14449350535869598,0.45922309160232544,0.8568716645240784,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.03,-0.5231934785842896,0.06953154504299164,0.27513447403907776,-0.08607849478721619,0.7769474983215332,0.08865894377231598,0.4161843955516815,0.8212466239929199,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.04,-0.49084746837615967,0.07059024274349213,0.24000239372253418,-0.05450333654880524,0.7739548087120056,0.08119293302297592,0.3813585638999939,0.8258602023124695,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.05,-0.5237624049186707,0.08569256216287613,0.27116918563842773,-0.05257001519203186,0.7742070555686951,0.08414167910814285,0.39417630434036255,0.8353672027587891,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.06,-0.5203558206558228,0.0707637146115303,0.2601117193698883,-0.06937618553638458,0.7865090370178223,0.08389498293399811,0.39352133870124817,0.8492853045463562,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.07,-0.5161225199699402,0.07699969410896301,0.26350468397140503,-0.055018678307533264,0.7799282670021057,0.08660367876291275,0.3904873728752136,0.8437734842300415,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.08,-0.5240917801856995,0.07544246315956116,0.26807233691215515,-0.06216517835855484,0.7818830013275146,0.08506958931684494,0.3914187550544739,0.8482592105865479,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.09,-0.5216184258460999,0.07463447749614716,0.2666100263595581,-0.060359299182891846,0.7823213338851929,0.08534412086009979,0.387745201587677,0.850919246673584,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.1,-0.5250602960586548,0.07587119191884995,0.27036768198013306,-0.05929219722747803,0.7820053100585938,0.0854845717549324,0.3872970938682556,0.8530154824256897,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.11,-0.5268350839614868,0.07487746328115463,0.2715121805667877,-0.06077960133552551,0.7831279039382935,0.0853840708732605,0.38584738969802856,0.856523871421814,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.12,-0.5279157161712646,0.07522843033075333,0.2732251286506653,-0.059570908546447754,0.7831757068634033,0.08556122332811356,0.38425227999687195,0.8588646054267883,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.13,-0.5302159190177917,0.07516621053218842,0.27546435594558716,-0.05988631397485733,0.7836920022964478,0.08554920554161072,0.3832661509513855,0.8617774844169617,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.14,-0.5315136909484863,0.07494539022445679,0.2768988609313965,-0.05971556901931763,0.7842092514038086,0.08557108789682388,0.3818998336791992,0.8647240400314331,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.15,-0.5333707928657532,0.07506276667118073,0.2789148688316345,-0.05942825973033905,0.7844651937484741,0.0857178196310997,0.38074302673339844,0.8675357103347778,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.16,-0.5352542996406555,0.07491753250360489,0.2808104157447815,-0.059510037302970886,0.7848818302154541,0.08570819348096848,0.3795178532600403,0.870673418045044,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.17,-0.5370635986328125,0.07491888105869293,0.2827369272708893,-0.05933108925819397,0.7852858304977417,0.0857728123664856,0.3782396614551544,0.8738283514976501,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.18,-0.5390051007270813,0.07486172020435333,0.28472042083740234,-0.05929523706436157,0.7857512831687927,0.08583716303110123,0.37708091735839844,0.8770390152931213,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.19,-0.5408480167388916,0.07478368282318115,0.28663313388824463,-0.05922096222639084,0.7862070202827454,0.08590909838676453,0.37586700916290283,0.8802284598350525,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.2,-0.5427578687667847,0.07471968233585358,0.28859463334083557,-0.05890798568725586,0.7866841554641724,0.08593195676803589,0.3746238946914673,0.883446216583252,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.21,-0.5448817610740662,0.07469445466995239,0.2907196581363678,-0.058691710233688354,0.7872611284255981,0.08598042279481888,0.3734467029571533,0.8868610858917236,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.22,-0.5471398830413818,0.07469068467617035,0.2929287552833557,-0.058378852903842926,0.7880640029907227,0.08592620491981506,0.37225061655044556,0.8905035853385925,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.23,-0.549584686756134,0.07476997375488281,0.29522061347961426,-0.058130912482738495,0.7889441251754761,0.0858713909983635,0.371212363243103,0.8944169878959656,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.24,-0.5520904064178467,0.07475271821022034,0.2975118160247803,-0.05819016695022583,0.7899546027183533,0.08589637279510498,0.370278000831604,0.8984501957893372,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
0.25,-0.5544018745422363,0.07469555735588074,0.29966580867767334,-0.05821356177330017,0.790924608707428,0.08592890202999115,0.36932995915412903,0.9023807048797607,-2.8618884564263114,-0.32135406534799477,-0.3094451477319358
