Time,x,y,z,rx,ry,rz,rw,Released,xt,yt,zt,quaternion_norm
0.0,0.0,0.0,0.0,-0.595393347740173,-0.037378676235676,0.794532498717308,0.04247132204473,0.0,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9944727792577223
0.01,-0.12417521327733994,-0.01824847236275673,0.114315465092659,-0.45778051018714905,0.3092658817768097,0.5930623412132263,0.2772700786590576,0.06816361099481583,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.8566271173756452
0.02,-0.17078126966953278,-0.02509232982993126,0.14208559691905975,-0.40448111295700073,0.4418775737285614,0.5285325646400452,0.3667152523994446,0.14184577763080597,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.8790264553075442
0.03,-0.20028600096702576,-0.03059333935379982,0.1533299833536148,-0.36941447854042053,0.513782799243927,0.4953972101211548,0.41211941838264465,0.22610622644424438,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9031614653859459
0.04,-0.22361651062965393,-0.03515109047293663,0.1646186262369156,-0.3442348539829254,0.5578535199165344,0.47768983244895935,0.43485912680625916,0.3188190162181854,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9203196295699284
0.05,-0.24814368784427643,-0.038216982036828995,0.17537306249141693,-0.32269370555877686,0.587465763092041,0.4669347107410431,0.450345903635025,0.42000818252563477,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9327843842111838
0.06,-0.27429357171058655,-0.037251342087984085,0.18768157064914703,-0.30093687772750854,0.6095885038375854,0.4592415690422058,0.46013516187667847,0.5295006036758423,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9406318803437143
0.07,-0.29899242520332336,-0.034554336220026016,0.20219950377941132,-0.2785964012145996,0.629805862903595,0.4500036835670471,0.4684489369392395,0.631585955619812,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9466884923040327
0.08,-0.32160183787345886,-0.031092483550310135,0.21589647233486176,-0.2582263946533203,0.6464347839355469,0.4377017021179199,0.4756576716899872,0.716823160648346,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9499430516888439
0.09,-0.3413230776786804,-0.028677109628915787,0.22885192930698395,-0.23922865092754364,0.6609441041946411,0.422854483127594,0.4805525243282318,0.7846389412879944,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9506913793832411
0.1,-0.3587568700313568,-0.02790020778775215,0.24056588113307953,-0.22114883363246918,0.6737874150276184,0.4075982868671417,0.4838826060295105,0.8331063985824585,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9503552110350849
0.11,-0.37588074803352356,-0.027723733335733414,0.252089262008667,-0.2033376544713974,0.6864289045333862,0.394243448972702,0.4847407639026642,0.8646805286407471,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9502275243075544
0.12,-0.3935448229312897,-0.027813587337732315,0.2639200985431671,-0.18557535111904144,0.6988985538482666,0.3830486834049225,0.4831942915916443,0.8854175209999084,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.950315956300403
0.13,-0.41219329833984375,-0.027987856417894363,0.2758798599243164,-0.16769693791866302,0.7108020782470703,0.3744781017303467,0.4798382818698883,0.8994540572166443,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9507052555082781
0.14,-0.4313470423221588,-0.027685198932886124,0.2885259985923767,-0.15016138553619385,0.7221042513847351,0.3679247498512268,0.4750807583332062,0.9089352488517761,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9513429140250114
0.15,-0.45102792978286743,-0.026659075170755386,0.30168643593788147,-0.1330491602420807,0.7333241105079651,0.36233121156692505,0.46955639123916626,0.9152674078941345,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9524880269706941
0.16,-0.4712360203266144,-0.024965766817331314,0.31546542048454285,-0.11622370034456253,0.7444394826889038,0.35745447874069214,0.46343737840652466,0.9195189476013184,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.954068131730642
0.17,-0.49195536971092224,-0.02301971986889839,0.3301100432872772,-0.0990390032529831,0.7559871077537537,0.3532388508319855,0.45685428380966187,0.9229809641838074,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9564615797968943
0.18,-0.5123997926712036,-0.021131452172994614,0.3463173806667328,-0.08160674571990967,0.7690866589546204,0.3494671881198883,0.4497603476047516,0.9263148903846741,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9605028036288822
0.19,-0.5331676602363586,-0.018459279090166092,0.36322006583213806,-0.06549999862909317,0.7820693254470825,0.3459014296531677,0.4420890808105469,0.9289807677268982,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9648902704627534
0.2,-0.5547930598258972,-0.014839235693216324,0.38036301732063293,-0.05064549297094345,0.7945183515548706,0.3429318368434906,0.4336462616920471,0.931081235408783,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9692655476782803
0.21,-0.5771089792251587,-0.010205630213022232,0.3976294994354248,-0.037048742175102234,0.8062930703163147,0.3404715955257416,0.4245751202106476,0.9337663650512695,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9734814146138573
0.22,-0.6006128787994385,-0.004868011921644211,0.4144115149974823,-0.024804063141345978,0.8162946105003357,0.33840498328208923,0.41573837399482727,0.9389598965644836,-3.4635692358692447,0.04609075672416587,-0.2617851809722493,0.9768871280768462
