x,y,z,rx,ry,rz,rw,Released,xt,yt,zt,quaternion_norm
0.0,0.0,0.0,-0.595393347740173,-0.037378676235676,0.794532498717308,0.04247132204473,0.0,-1.318412353062006,-0.0661121508999433,-0.30263037484546546,0.9944727792577223
-0.009153004735708237,-0.002831355668604374,0.005838846787810326,-0.6071290969848633,-0.03075011819601059,0.7942876219749451,0.04677661880850792,0.02203044667840004,-1.318412353062006,-0.0661121508999433,-0.30263037484546546,1.0013152294180359
-0.019027139991521835,-0.002367795445024967,0.01168224960565567,-0.6148386001586914,-0.022086337208747864,0.7965160012245178,0.05139259621500969,0.050844959914684296,-1.318412353062006,-0.0661121508999433,-0.30263037484546546,1.0077664658485184
-0.028924260288476944,4.492606967687607e-05,0.0178530290722847,-0.6190482974052429,-0.011191370896995068,0.8015925884246826,0.05674675479531288,0.0862010046839714,-1.318412353062006,-0.0661121508999433,-0.30263037484546546,1.014453997626342
-0.03914019092917442,0.002527697943150997,0.02422604151070118,-0.6189438700675964,0.0012363428249955177,0.809732973575592,0.0644121766090393,0.13249266147613525,-1.318412353062006,-0.0661121508999433,-0.30263037484546546,1.0212293864891078
-0.05152178183197975,0.0055849989876151085,0.03105330839753151,-0.6128854155540466,0.014672444202005863,0.8213475346565247,0.07461165636777878,0.19977065920829773,-1.318412353062006,-0.0661121508999433,-0.30263037484546546,1.0276295466606689
-0.06557692587375641,0.006975828669965267,0.040102530270814896,-0.5982438325881958,0.02952023595571518,0.8368076086044312,0.08725539594888687,0.2996012568473816,-1.318412353062006,-0.0661121508999433,-0.30263037484546546,1.03277664841008
-0.0842786654829979,0.001959695480763912,0.053310420364141464,-0.5768616199493408,0.04990456998348236,0.8547937870025635,0.09985381364822388,0.43767011165618896,-1.318412353062006,-0.0661121508999433,-0.30263037484546546,1.0372574401150816
-0.10069729387760162,-0.01042878720909357,0.06827463209629059,-0.556029200553894,0.07351402938365936,0.8634352684020996,0.10580352693796158,0.5857648253440857,-1.318412353062006,-0.0661121508999433,-0.30263037484546546,1.0350302572475558
-0.11625666171312332,-0.021324634552001953,0.08041607588529587,-0.5413241386413574,0.10011051595211029,0.8612324595451355,0.11057381331920624,0.6992778778076172,-1.318412353062006,-0.0661121508999433,-0.30263037484546546,1.028105955651517
-0.12829439342021942,-0.02920059859752655,0.09352564066648483,-0.5291546583175659,0.12692905962467194,0.8565593957901001,0.11235461384057999,0.7784478068351746,-1.318412353062006,-0.0661121508999433,-0.30263037484546546,1.0209961784276915
