x,y,z,rx,ry,rz,rw,Released,xt,yt,zt,quaternion_norm
0.0,0.0,0.0,-0.595393347740173,-0.037378676235676,0.794532498717308,0.04247132204473,0.0,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.9944727792577223
-0.03902561962604523,0.002698326949030161,0.10113318264484406,-0.48970794677734375,0.20714889466762543,0.652040958404541,0.26248931884765625,0.11998782306909561,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.88135270558677
-0.07763153314590454,-0.005119269248098135,0.1301378458738327,-0.4480486810207367,0.3204367756843567,0.5736322999000549,0.38456568121910095,0.23655244708061218,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.8833867366196678
-0.11695936322212219,-0.019164657220244408,0.12572813034057617,-0.4260067343711853,0.37118154764175415,0.5226425528526306,0.4586075246334076,0.33425432443618774,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.8959540048138775
-0.1473032832145691,-0.03674886003136635,0.11540956795215607,-0.41042768955230713,0.39814579486846924,0.48575103282928467,0.5114728212356567,0.4146029055118561,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.9080360538437717
-0.167757049202919,-0.05527757480740547,0.10439859330654144,-0.39742419123649597,0.416387677192688,0.45675501227378845,0.5539875030517578,0.4811614751815796,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.920245608667955
-0.18145087361335754,-0.07353129237890244,0.091950923204422,-0.3870185613632202,0.4289049208164215,0.432917982339859,0.5918393135070801,0.5430470108985901,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.933506588292736
-0.1886066496372223,-0.08792529255151749,0.08162844926118851,-0.37711429595947266,0.4381871223449707,0.41361886262893677,0.6261478662490845,0.597934901714325,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.947293439403394
-0.19047537446022034,-0.09845191985368729,0.07221225649118423,-0.36751073598861694,0.4464934468269348,0.39723294973373413,0.6583045721054077,0.6477415561676025,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.9620704054981315
-0.1865880787372589,-0.10543551295995712,0.06300464272499084,-0.36025574803352356,0.45401355624198914,0.3838837742805481,0.6865580677986145,0.6931864619255066,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.9770574424556302
-0.17708267271518707,-0.10922626405954361,0.05237568914890289,-0.35457324981689453,0.46180152893066406,0.3713415265083313,0.7104058861732483,0.7350342869758606,-3.055852389897991,0.17324778788033282,-0.26552001200233205,0.9907340178007157
-0.16272246837615967,-0.11047086864709854,0.041284628212451935,-0.3502448797225952,0.4706175923347473,0.3586968183517456,0.7299586534500122,0.7732591032981873,-3.055852389897991,0.17324778788033282,-0.26552001200233205,1.0028237318836595
-0.14472800493240356,-0.1098666563630104,0.030945122241973877,-0.34699466824531555,0.48075246810913086,0.3454187512397766,0.7464790344238281,0.8069548606872559,-3.055852389897991,0.17324778788033282,-0.26552001200233205,1.0139394942135724
-0.1238584816455841,-0.10816732794046402,0.02168719470500946,-0.3444581925868988,0.49194133281707764,0.3309425711631775,0.7608965039253235,0.8358726501464844,-3.055852389897991,0.17324778788033282,-0.26552001200233205,1.0242774021074323
-0.1006668210029602,-0.10477990657091141,0.012654870748519897,-0.3418811857700348,0.5048593282699585,0.31438887119293213,0.7728700041770935,0.8610562682151794,-3.055852389897991,0.17324778788033282,-0.26552001200233205,1.0334089665816653
-0.07997692376375198,-0.10069582611322403,0.005186260212212801,-0.3392423689365387,0.5184139013290405,0.29738563299179077,0.7837359309196472,0.8840584754943848,-3.055852389897991,0.17324778788033282,-0.26552001200233205,1.0423620206517912
-0.06254822015762329,-0.09515253454446793,-0.0009454037062823772,-0.33570653200149536,0.5321109890937805,0.28074246644973755,0.7925626039505005,0.9042012691497803,-3.055852389897991,0.17324778788033282,-0.26552001200233205,1.050148938956714
-0.048227567225694656,-0.08813057094812393,-0.005987926851958036,-0.3317214250564575,0.546145498752594,0.2650696337223053,0.7996044158935547,0.9211409091949463,-3.055852389897991,0.17324778788033282,-0.26552001200233205,1.057328303928045
-0.03692565858364105,-0.08037988096475601,-0.009925276041030884,-0.32722240686416626,0.559891402721405,0.2504529356956482,0.8051255941390991,0.935327410697937,-3.055852389897991,0.17324778788033282,-0.26552001200233205,1.0637230756788754
-0.027987990528345108,-0.07241304963827133,-0.012989029288291931,-0.32206517457962036,0.5729011297225952,0.23703427612781525,0.8093944787979126,0.9470945000648499,-3.055852389897991,0.17324778788033282,-0.26552001200233205,1.0692269878198966
-0.020823534578084946,-0.0647900328040123,-0.01533477008342743,-0.31616446375846863,0.5845518708229065,0.22511480748653412,0.8125160336494446,0.9568661451339722,-3.055852389897991,0.17324778788033282,-0.26552001200233205,1.073554767728859
-0.015249409712851048,-0.057801369577646255,-0.0172082781791687,-0.30973976850509644,0.5950030088424683,0.2145180106163025,0.8146123290061951,0.9652516841888428,-3.055852389897991,0.17324778788033282,-0.26552001200233205,1.0768372802670116
-0.011924312449991703,-0.051388923078775406,-0.01888693869113922,-0.30268698930740356,0.6045108437538147,0.20486091077327728,0.815422534942627,0.974120020866394,-3.055852389897991,0.17324778788033282,-0.26552001200233205,1.078858043009851
